budget,Date_FK,id_beneficiary_FK,id_category_FK
26751,8290,1507,21
25448,8911,1720,3
30545,8482,2190,1
25114,9456,795,23
45078,9175,3889,3
32470,8094,1279,23
21903,8207,1060,1
33333,9030,3751,1
44704,9378,1263,21
36385,9078,2788,21
1596,9319,1712,3
25448,9087,3563,3
28607,8502,924,21
37041,8338,1618,23
1352,8736,1525,23
11232,9250,866,3
23176,9393,2926,1
38722,8723,4645,21
32615,8372,407,1
49040,8265,68,21
38722,8719,1808,1
35563,9327,1813,1
9424,8511,239,21
13529,8602,587,21
12049,8040,3853,1
40555,8624,4962,21
25750,9345,,1
15164,8530,2217,1
38722,8041,4953,1
17549,8478,493,3
12602,8467,2530,1
38849,9040,2689,1
22169,8255,1796,23
1239,8174,3987,21
2821,8252,469,1
32073,8695,1374,23
49785,8795,2850,21
25414,9280,3145,3
21321,9199,3266,23
8501,8640,4367,23
23171,8938,125,3
6489,8280,4974,21
10314,8811,541,1
22007,8077,4355,21
38157,8460,3986,1
8326,8812,1716,23
3142,8681,2705,1
24275,8111,2007,23
44179,8336,3707,21
43858,9205,2247,3
379800,8326,1053,3
38722,8090,2180,23
6345,9077,1036,23
40231,9452,2427,21
10133,8505,1658,1
11342,8408,3813,3
18997,9446,3021,23
7622,9406,3828,21
10937,8865,4820,21
15440,8608,715,21
31197,8847,4126,21
13228,9387,1225,23
38722,9004,2254,21
35889,9410,2606,1
14777,8431,920,3
32912,8606,3345,1
31045,8248,993,3
49236,8978,3724,21
15597,9398,,3
32396,8639,3483,1
43815,8981,3083,23
2524,9279,3837,23
48784,8603,3722,23
41277,9393,4582,3
13030,8318,490,3
41666,9066,,3
17301,8508,1228,3
33335,9387,1345,3
22484,9186,424,21
41008,9487,4049,23
24383,9306,2476,3
38722,9092,4882,1
17786,9303,3598,1
30742,9469,2844,1
19557,9235,443,23
25445,8825,3533,3
899080,8890,1868,21
38722,9475,4670,23
29639,8784,2692,1
32713,8627,3121,23
48019,8612,4895,3
34417,9193,34,3
49173,8046,3255,23
27836,9457,1093,3
46867,8245,2460,3
32794,8081,3235,1
18550,9190,3692,1
49401,8065,2604,3
20450,9284,1324,1
47667,8287,4832,1
6647,9130,1590,21
35278,9268,16,21
20149,9096,1944,21
13080,8133,4791,1
15452,9072,2798,21
9978,8911,2849,21
44220,8581,4851,21
33224,8318,821,3
31172,9273,3404,1
35456,9276,4660,23
37488,8811,4792,23
20261,8678,2669,1
46659,8988,4612,23
40843,9276,542,1
38722,8058,1374,21
25636,8072,3684,23
7366,8431,3133,21
28894,8802,4342,1
14127,8045,4057,23
49386,8259,2698,3
38722,9051,783,23
20307,9049,492,23
4758,9128,782,23
28210,8965,,1
35275,8589,4355,21
37739,8730,859,21
13128,9324,403,23
35105,9408,3620,3
42852,8114,380,21
35907,8105,4690,23
38722,9398,143,3
10864,8779,4811,21
17816,8329,381,23
2988,9253,1784,23
26527,8914,2764,21
19278,8743,1424,3
38722,8932,1578,23
20509,9234,1290,3
7796,8302,4699,23
26978,8961,2195,23
36612,8267,3541,3
18477,9390,4831,1
17424,8412,3963,23
10103,8454,2479,3
23248,8621,,23
3743,8644,3367,21
28537,9046,2726,1
21289,8236,966,21
15738,9430,3578,1
38722,9456,1826,1
2242,8096,4351,21
21979,9458,2545,23
3047,9192,601,23
33648,8292,1172,3
6082,8282,3076,3
48360,8294,175,1
3996,9265,35,23
35204,9007,251,23
15278,8882,3758,23
30413,9409,493,23
12479,9274,40,3
41932,9080,656,21
48801,8341,1782,3
37898,8635,1028,21
7805,8455,4546,1
46445,8211,1974,23
3184,9309,148,3
17958,8866,4489,1
38722,8713,,21
37425,8523,2257,23
24941,9324,1766,21
6405,9173,2262,1
49651,8197,991,23
28469,9232,4997,3
9903,9133,1108,1
19859,8550,3688,1
36301,9265,439,21
31434,8081,1364,3
12638,8334,1132,1
8701,8754,2206,3
45952,8661,893,21
38108,8370,3598,1
30693,9091,,21
8163,8968,1069,3
2580,8062,2382,1
38894,9107,3707,3
35692,8606,3819,21
29433,8279,1709,1
45197,9285,1526,3
12633,9235,4373,21
38722,8121,3506,1
29676,8806,3151,3
35902,8918,518,1
3319,9278,1682,21
18249,8417,2953,23
1700,9045,3248,21
14008,8888,4861,23
30010,8454,2208,1
21370,9368,2757,23
36472,8228,60,21
19925,9389,889,1
13297,9050,,21
40037,8972,2933,23
16247,9480,4338,3
10208,8656,4193,23
5042,8706,4200,23
39348,9013,239,1
36116,8932,1392,21
36802,9160,750,23
36003,8789,4899,3
19371,8603,4300,3
49533,8262,632,1
47843,8791,,21
49836,8415,2261,3
7835,8663,4164,3
41287,9271,2602,21
8537,8881,2928,23
46325,8051,3130,21
9025,8432,2137,21
5215,8846,,23
1258,9254,1410,1
1166,8303,3083,21
38722,8398,226,21
37892,8345,,21
46856,9007,1761,3
14441,9042,1308,1
42483,8182,,1
38722,9236,,21
28547,8805,2446,21
38722,8856,,3
41831,8347,3312,1
43182,8592,3347,21
35120,8561,1087,3
13900,8953,4419,23
47286,9070,924,23
25563,8063,2450,1
31449,8669,3108,1
6586,9001,4215,3
16653,8906,924,21
34674,8619,3135,23
20275,8763,2589,21
45825,9439,45,21
23334,8400,2622,3
8042,9233,,3
28277,8499,4869,3
38722,8738,703,23
38722,9296,3204,1
31470,8215,4503,23
49021,8268,122,1
38722,9075,4798,3
6204,8261,3774,3
38722,8659,4031,3
16348,8788,2906,21
47459,9232,475,3
36885,8407,2723,23
1945,9319,364,3
32722,8522,3721,23
42003,8185,2860,3
14268,9352,4279,23
10365,9163,743,23
38722,8305,753,21
43357,9319,1818,3
39060,8121,2852,21
46934,8818,1673,23
44452,9217,270,3
44612,8670,1221,3
37002,8219,2545,1
38621,9186,4625,21
20558,8871,1134,21
6071,8469,3045,1
40693,9188,4824,23
29394,8368,4915,21
29905,9267,2606,21
25078,8220,4216,1
38722,8175,253,3
3511,8718,883,1
17619,8488,2057,3
38719,8175,1011,21
13665,8668,1614,21
757360,8436,2756,21
29539,8894,764,1
12291,8640,2427,1
3756,9017,920,23
41198,9048,4169,3
37468,8974,3641,1
18167,9299,3387,23
12834,8767,3801,21
37244,8439,3710,21
14352,8946,3539,23
45816,8961,499,1
19935,8843,525,23
22491,9427,3602,3
38722,8731,,1
11723,8312,1801,3
46627,8317,4185,3
10312,8637,467,3
29768,8334,252,3
11296,8475,3845,1
10987,8338,2205,23
17891,8731,2306,21
38722,8954,2089,23
712800,8769,2696,3
11055,9365,1883,23
4448,9474,1632,3
13905,8324,1690,23
44635,8411,1995,3
10966,8209,3073,1
12261,8624,445,21
39416,8974,726,3
5190,9171,504,21
21127,8380,76,3
45818,8145,4206,3
44543,9300,3016,23
38722,8498,1931,21
30880,8492,3694,23
38722,8889,1760,3
13364,8092,4733,23
38722,9276,3591,21
42883,8316,3748,1
22670,9116,2001,23
22656,8249,1050,3
38778,8307,900,1
38614,8893,3890,23
6478,8504,1305,1
40300,9480,417,21
25797,8475,1690,1
44469,9099,4307,21
25890,8999,248,1
39098,9430,1325,3
1695,8964,2984,3
32552,8827,1234,21
37294,9389,568,21
24493,8345,139,1
1733,8914,4395,23
3661,8407,1801,3
33084,9287,1674,21
5617,9103,3326,3
22259,9351,4269,21
23258,9001,2993,3
32202,8672,1270,21
13435,8247,4863,3
15138,9218,656,1
38508,9064,1528,21
8392,8524,2310,21
38722,8395,4971,21
31510,8445,4198,3
6322,8850,2368,23
38722,8161,1847,1
35365,8241,2107,3
42428,8863,484,3
12120,8503,4804,23
38740,8351,383,23
14174,9279,1910,1
10930,9281,3361,1
46781,9125,466,1
21877,8825,2999,3
9139,8039,4668,23
10092,9471,1542,3
43845,8671,776,23
37263,8371,1032,3
25234,8823,4499,23
20266,9402,2955,23
28613,8051,3267,3
24007,8539,3916,23
21119,8996,3433,23
20280,8353,1264,3
38722,8813,1415,3
4953,8278,986,3
30809,8591,4703,21
28586,8089,1640,23
13392,8306,3697,1
21156,9293,4507,21
11660,9281,915,21
38722,8334,2070,21
15804,8683,3892,21
33164,8664,2996,3
8708,9182,4123,23
38722,8947,3908,21
18031,8966,647,3
26092,8994,3531,1
49802,9204,2876,23
38722,8622,4514,3
41614,8927,2725,21
16789,8877,1334,1
37482,8665,3003,23
21770,8187,2812,21
21847,8790,765,3
23862,9250,2512,21
26032,9481,3599,21
13077,8043,2260,23
43365,8488,2299,23
39218,8663,4740,21
1807,9071,4432,21
36912,9088,4766,23
7438,9031,3585,23
47017,9471,4561,23
2930,8548,726,23
35422,8865,4013,21
37693,8145,3568,3
30853,8250,498,3
42234,8377,1933,1
38722,8138,2281,1
21729,8923,2526,23
1006,8091,3833,3
9381,8658,1232,23
20889,8758,162,21
21890,8163,479,3
2903,9200,3218,23
14142,8713,3135,23
17595,8333,3665,1
25313,8982,755,1
770240,8123,3746,23
40313,8649,2909,1
6712,9102,3056,3
38722,9474,470,3
43660,8419,2680,3
38722,9355,3521,1
34710,8113,2867,21
30017,8257,725,23
22554,9192,4263,3
26645,8995,1424,1
13704,9481,4524,3
46824,8163,,21
33624,8670,2811,1
9704,9049,4418,1
26298,9306,3262,21
39680,9344,1017,3
38722,9332,48,21
43755,8854,4044,23
2274,8252,2675,3
38722,8504,2105,21
12586,8287,1988,21
21061,8198,2617,21
38722,8844,1940,21
36565,8377,3932,23
47737,9414,3159,3
37122,9407,4168,23
16530,8721,3232,1
47297,9354,1739,1
22477,9436,309,3
1059,8636,1088,23
21282,8857,1746,3
20629,9254,3340,23
38722,8602,4236,3
46282,9182,3443,23
35587,8623,4159,1
49231,9398,4456,3
11859,9021,1165,3
15687,8375,2567,3
40069,9357,2261,1
47353,8102,431,23
1904,8046,3825,23
46706,8232,1236,1
38722,8258,3567,1
45983,8336,385,3
49200,8838,1897,1
39142,9421,3921,1
49819,8114,1423,3
143580,8710,823,3
40103,9189,1362,23
24801,9029,4374,21
36434,9310,2230,23
30785,8799,992,3
193960,8869,2626,23
1355,8065,2476,1
297120,9323,3647,23
6505,8605,,23
16086,8235,2519,3
3172,8090,3849,3
43475,8408,4022,1
28917,9437,1075,1
46124,9455,4497,21
36632,8803,271,1
4727,8316,3472,1
40328,9021,1164,3
16097,9170,56,23
38722,8643,696,1
31733,8955,100,1
17325,9184,3079,1
2713,8875,2077,3
18088,8957,3439,23
34176,9203,3943,3
15819,8557,1142,21
19455,8715,4790,21
34913,9116,485,3
38722,8721,1148,21
38722,8832,2763,3
12237,8469,1134,21
43699,9020,1130,1
37435,9160,4415,3
47412,8250,4785,1
31067,9288,,1
16754,9327,1577,23
13946,8955,4781,23
25730,8834,4024,21
7860,8620,2490,1
15857,9286,951,21
43544,8382,2589,1
17009,8973,516,3
15837,8449,1771,23
19987,8916,4052,21
6019,8228,,23
15753,8455,3120,1
1746,8828,3947,1
38722,8114,1143,23
32249,9351,3314,3
16361,8147,4080,23
2895,8545,2117,3
40341,9142,2704,23
31304,9230,4656,21
40430,8634,2799,3
4770,8200,3920,1
6044,9044,4028,23
8076,8692,3436,1
37870,8872,692,21
13760,8271,2086,21
6212,8426,950,21
6113,8841,311,3
39093,8923,,23
43377,9186,53,1
38785,8827,4534,1
28316,8772,715,21
29632,9167,2181,1
48758,8123,517,3
12231,8449,4543,1
47183,8978,1641,21
43996,8729,,23
39505,8563,4539,23
11072,9372,2483,1
19830,8694,3686,21
3202,8892,4464,23
38722,9403,4288,23
20511,8611,4313,21
517160,8408,1805,21
43137,9275,97,23
15125,8460,2133,3
18654,9226,69,1
40248,8688,,23
11692,9181,1309,3
14816,8045,2360,21
47329,8421,1010,1
4619,8989,1205,1
49183,9046,4764,23
30977,9144,3231,23
27818,8889,1101,3
24376,8673,2105,21
13055,8094,1285,21
15666,9061,4237,23
38722,9092,3561,21
27821,8338,,23
3098,8912,3682,21
290840,8145,426,1
41904,8805,3851,21
14063,9274,4133,21
33250,8317,2226,23
8172,8790,,3
2208,9167,4555,1
34533,8684,4355,21
32984,8802,2385,23
24006,8909,3489,1
27728,9040,2650,21
24341,9194,654,1
33689,9228,3225,21
29089,9489,3355,23
45017,8075,2992,21
38574,8958,3836,21
43474,8816,278,1
2260,8462,1959,1
31482,8896,1103,1
22245,8734,3061,3
38722,9325,988,1
40449,8160,3500,3
41941,8936,2105,23
30820,8990,360,3
23882,8247,3953,3
16466,9391,868,3
40829,9449,3793,21
6433,9110,3671,23
40431,9165,1046,1
37474,8324,3855,1
35361,8764,4212,21
38722,9215,250,3
850780,8743,4868,21
7683,8885,762,21
26449,9021,839,1
34003,8286,1651,21
24033,8384,3010,23
47533,8944,22,1
25268,9476,2528,3
41273,8950,4470,21
43638,8593,3899,21
39847,9439,4493,21
20490,8294,3687,21
11840,8546,597,21
46400,9203,3905,21
6542,9427,1689,1
32809,8566,4446,1
41330,8964,3750,1
37931,9115,4378,23
32887,8882,2212,3
26580,8948,4374,21
24024,8173,697,3
11712,9429,2704,1
9378,9134,2284,1
13551,9347,4863,3
7881,9460,1736,21
40585,9474,1322,1
36774,9097,1587,1
1289,9263,4076,1
41714,8243,4975,23
44586,8330,2369,3
16391,8146,3853,21
35359,8246,3200,21
35811,9085,1451,21
18984,9045,3557,3
49633,8726,3404,23
38722,8242,1564,21
14300,8891,75,3
35881,8633,1875,23
23969,8128,3685,21
9512,8281,3096,1
44432,8678,4203,21
18400,9200,2376,21
8718,8513,1549,3
45630,8871,4622,3
33141,8499,585,1
9624,9040,755,1
4118,9080,1808,3
6477,9243,2079,21
17713,9031,4944,21
28043,9440,1230,23
34316,9037,3678,3
34506,8547,3514,1
28596,8327,4357,21
27876,8550,1645,3
37824,8914,2918,23
44381,9150,4889,3
24698,9407,3258,21
7162,9099,224,1
34758,8370,4138,21
42907,8297,4893,23
4946,8998,2818,23
25649,9464,4175,23
47735,9089,525,3
10325,8158,,3
8518,9398,387,23
40093,8517,884,3
44470,9410,4529,21
1238,8529,4116,23
40647,8734,3055,23
42103,8751,657,1
48056,8982,1736,23
38630,9120,2146,21
48397,9457,3532,3
18480,9267,2307,21
886240,9181,138,1
38722,9231,1516,1
38722,8206,1998,21
25684,8039,2742,1
144740,9268,1513,3
49093,8371,1094,23
37720,8407,1062,1
39450,8188,1089,23
37229,8540,4444,3
49152,9419,4601,21
28541,8830,1307,1
16102,8762,13,21
4741,8076,4228,21
14266,8331,2780,1
4591,8772,1651,3
21741,8266,2621,21
4075,9263,3309,1
46574,8238,265,21
7172,9463,937,1
10495,8906,3422,21
18435,9262,2462,23
33227,8210,2453,3
30754,8346,1143,3
23694,8088,788,21
45610,8302,3520,1
44568,8497,863,21
10617,8208,1771,3
31281,9263,2174,1
46142,8134,2753,3
49966,8577,1007,23
38722,8630,4356,3
17972,9117,1964,3
23877,9400,2887,1
36562,8387,1286,1
17720,9476,1355,23
35209,8395,3447,23
15976,8474,614,1
38722,9022,4054,1
10698,8524,1825,21
42809,9497,865,1
38722,9343,1252,21
16371,9072,3780,21
8205,9371,,1
29550,8665,276,3
11045,8298,3308,21
16411,8932,4811,3
25382,9103,1261,3
35086,8645,2218,21
9188,8900,4834,23
27993,8487,4297,3
10932,8167,1893,21
29316,9246,1723,3
21740,8569,3877,1
43118,9377,2618,21
38722,9157,4149,21
43897,8146,4543,21
48730,8089,3435,21
14750,8394,624,23
3971,8184,4390,23
1336,8597,3402,23
44679,8483,1579,3
45538,8352,3046,23
32509,8213,3309,23
13656,9287,3359,23
30922,8149,3821,3
24842,8860,333,1
17405,8571,1035,21
49495,8659,3489,1
47771,8593,4345,23
18406,8450,4204,1
10001,8172,2444,1
34977,8102,4601,1
29718,8909,191,23
27720,9112,3851,23
44683,8307,4064,3
35883,8079,,1
38446,8408,4793,3
36412,9496,4196,1
24062,8747,3927,3
38722,9007,,23
14772,8223,4880,1
26033,9460,2590,21
47366,8730,2192,3
40019,8765,2384,23
22448,8257,4667,23
37573,8776,3399,23
9914,8179,2253,1
46341,8063,2108,21
38722,8998,4082,1
1973,9266,4095,3
10140,8310,2787,23
45677,9218,3530,3
6757,8587,2092,3
7543,8781,1770,3
38722,8843,3375,3
39476,8821,760,23
31471,9004,1099,23
45208,9075,2733,3
27785,8554,3949,3
47276,9061,2241,21
43333,8681,,23
32459,8794,4359,1
5174,9074,4825,23
45929,9333,4023,23
28918,9322,4454,3
31512,9164,2620,3
44736,8339,4728,21
15881,8773,3328,3
6391,8388,1786,23
31747,9085,2385,3
4562,9438,958,23
12133,9229,3716,23
2344,9325,717,3
39481,8856,4532,3
38546,9069,3725,1
17460,9305,3956,21
15132,8293,1146,1
8187,8174,253,3
4916,8318,899,21
36280,9445,4754,1
20963,9043,,21
2876,8587,1099,1
45205,9045,640,1
27240,9291,,21
27570,8262,3786,21
25929,9206,662,3
167300,9174,4988,3
30740,8428,3751,3
15261,9021,375,3
38722,8770,3728,23
17591,8317,1557,23
35371,8942,4785,3
1148,8065,1717,1
28381,9427,3541,1
7871,8717,4960,23
29586,9482,923,21
1199,9365,1981,3
24519,8694,1355,21
22546,9377,63,21
11936,9182,926,3
21177,8302,2301,3
12403,8442,4197,1
19886,8281,3424,3
21596,8481,4192,21
36047,9106,4479,3
8784,9239,1229,21
29769,8704,,1
28761,8748,4488,1
1972,9015,1688,21
16615,8405,4299,3
7027,8831,4356,3
2415,8232,1597,1
48283,8842,295,3
26415,8813,2799,23
33527,9172,1648,3
35454,8211,115,1
27385,8883,1067,3
38722,8930,1232,3
14579,9492,2893,23
4803,8560,1365,23
47222,8555,3792,21
41495,8364,4139,23
23589,8382,2858,21
8842,9354,3973,3
16086,9194,4635,3
38722,8649,1225,3
29622,8101,3264,23
48624,8695,3245,1
43621,8907,2321,23
4050,9025,3781,3
2737,9322,1359,3
30072,9421,2611,3
28777,8373,4575,21
14905,8176,4327,21
19793,8840,429,3
38722,8387,1667,21
31685,9467,332,23
12380,9043,3859,21
33525,9310,3508,1
17608,8124,916,3
45233,8381,2891,21
44280,8724,1417,23
40970,8403,1950,21
14514,8118,4652,3
13436,9165,738,23
45768,8201,1057,21
8570,9285,159,3
38722,9107,1535,3
22275,8660,1667,23
7709,8404,665,3
23962,9461,720,21
38722,8058,4099,23
21117,8270,2350,23
20794,8422,541,21
36049,9038,551,3
21554,8556,4012,3
48134,9244,4729,1
44044,8285,119,3
22826,8474,,21
35812,8138,3780,3
27026,8338,3341,3
38909,8045,2450,1
38722,8086,644,1
9965,8503,977,3
3983,8977,1729,3
34654,8103,1025,23
38722,9001,1664,23
20303,8536,493,23
10130,9027,2255,3
48516,9021,57,23
20320,9220,682,21
5406,9086,4637,21
5084,9214,2154,1
5341,9100,3755,21
14175,8782,4260,23
36852,8086,2663,3
48759,8108,1531,3
8214,9496,1602,21
38722,8636,2341,3
23800,8211,696,21
39827,9203,1077,23
33901,8196,4115,3
39961,8251,,1
12386,8420,1644,23
19081,9452,2916,21
28229,8669,1780,23
27403,8358,2634,3
944680,8332,,23
30655,9494,1031,3
9240,8790,2423,1
6124,8463,3732,21
31532,8347,4930,21
35042,8670,282,3
5521,8237,612,1
17804,8154,4561,1
16007,9363,494,21
49845,8515,1610,21
38722,9294,3310,3
33159,9248,1819,21
29542,8912,4516,21
30472,8072,2184,21
22813,9124,761,3
38722,8669,1999,3
6028,8585,2881,3
46511,8196,129,1
38722,9327,1493,1
38722,9173,2513,1
19723,9204,2689,23
41481,8850,2753,21
18040,8698,553,3
35726,8055,4751,23
23236,8580,2441,3
36532,9086,286,23
26774,9127,4788,1
33839,8704,3396,21
6745,9477,1423,1
18204,8354,1752,23
18965,9113,2194,3
15291,8076,2390,1
36663,9264,673,3
36982,8383,2287,3
31502,9034,3638,21
277600,8513,3126,23
5463,8120,1921,21
42424,9493,4957,21
31728,8808,3405,21
11176,9060,4201,23
40718,9163,2648,23
24752,8946,319,3
4638,9438,4974,21
23600,8049,3953,1
38722,8975,2791,1
35722,9487,1211,3
31136,8458,2745,3
24461,8899,,23
18193,8869,4021,1
16022,8457,,1
10856,8225,4591,1
3103,8515,2966,1
43090,8888,1131,21
44249,8543,2073,1
38722,9189,3688,1
30180,8973,3953,23
9550,8323,2031,23
38530,9004,3653,3
22371,9131,4180,3
610340,8558,4975,23
14042,9056,1239,21
25577,8923,,21
48205,8950,2171,23
48719,9093,3247,21
11945,9380,3671,23
49760,8868,656,21
1008,8934,123,3
39672,8265,3995,23
15790,8640,675,3
39602,8561,2569,21
32737,9040,2613,21
20670,9273,3209,21
19681,8160,1611,21
8427,8165,587,3
2705,8037,739,1
26970,8664,1846,1
22306,8697,2424,3
1845,8735,4261,3
48919,8451,2077,3
27268,8594,1521,1
38722,8955,1658,23
36724,9470,4757,21
33620,9250,4898,1
40526,9392,73,3
37793,9209,2979,3
5116,8613,,23
24964,8383,3414,23
1621,9391,1136,23
15541,8258,2591,21
16830,8564,1216,1
24399,8548,4483,23
28732,8442,2194,1
25469,9274,477,3
38722,9016,4920,3
38722,8602,2644,3
7386,9311,747,23
42721,8784,429,3
38722,8929,2659,21
47022,8328,568,3
35587,9033,2046,21
47077,8101,3668,1
36866,8399,3290,3
9190,8040,511,3
12448,8524,4504,21
10796,8152,4243,3
42317,8622,543,21
8049,9313,4304,3
29952,9202,3363,21
20847,8509,2568,3
19074,8804,170,1
30712,9430,1483,3
38722,9317,447,1
10659,9047,1541,23
29788,9333,1495,1
1831,9430,4488,3
26408,8809,4651,23
35499,8850,4266,21
46160,9075,1606,21
34188,8356,3013,21
38722,9389,2239,3
39714,8297,4636,21
2438,9267,3557,1
28896,8056,,23
39446,9252,1794,1
2562,9182,1611,3
11547,8909,711,21
21152,9450,1574,1
7118,8877,2038,1
49925,8610,1359,23
23657,9086,4402,3
28981,8416,1369,3
5651,8155,3622,1
38722,9169,4620,21
38722,8592,2188,21
9373,9106,423,21
25074,8520,3396,21
31447,8262,868,21
36632,8584,1129,21
9878,8569,646,21
7751,9215,3252,21
23805,8090,3707,21
15347,8698,3900,23
49798,8903,2687,3
18011,9410,4608,1
22894,8196,3988,21
73060,9176,2930,23
29199,9318,1833,1
25209,8906,3413,23
19649,8685,2546,3
12725,8406,4385,3
26642,8272,3648,1
38722,8502,1424,1
38722,9081,3506,3
40535,8549,816,21
44880,9046,1259,21
17402,9457,2445,3
16845,8049,2179,1
38715,8547,4443,1
5702,8199,4685,21
31581,9352,563,23
30406,8302,2598,21
17566,8740,875,1
1069,8166,1807,1
44804,8120,2166,1
12749,8850,2573,21
38140,8578,2988,23
45640,8704,4420,21
30320,9228,1303,3
16389,8932,1409,23
38428,9393,1269,3
19392,8945,4896,3
46625,8906,2966,21
15388,8320,1161,1
32791,8723,495,1
38722,9249,3969,23
25192,9321,3963,21
3380,8176,2956,23
21702,8201,1682,3
19029,9279,4372,1
18657,9400,2315,23
13340,8151,4553,21
13918,9030,139,21
45610,8915,4710,21
41401,8294,1982,21
47715,8387,289,3
38722,8489,61,21
18657,9189,2070,3
4132,9384,3563,21
47776,8866,2162,21
26107,9116,3335,21
14191,8046,1581,1
31897,9447,3778,1
30658,8938,902,3
14413,9338,4182,21
24698,8349,4302,23
44721,8482,1024,21
47323,8456,2227,23
16079,8702,3295,1
44245,8773,4193,1
5696,9051,4893,21
32812,9420,,21
586200,8252,1643,1
24183,8767,2683,3
38722,8162,1585,21
6598,8101,1992,21
13943,8866,1844,23
38722,8687,1717,1
35035,8854,4103,23
45645,8051,2453,3
44217,8288,,3
19298,8348,3782,23
6494,8704,766,23
23112,8362,2327,23
37585,8763,766,21
6824,8875,1034,1
8683,9106,573,21
42566,8248,4628,3
21066,9060,4017,3
45312,9226,2300,1
11356,9107,2333,21
26047,9120,2437,23
16330,9007,274,1
39711,8393,1854,1
38722,8241,433,23
26593,8268,4071,21
285540,9291,3136,23
5887,8189,1735,23
3547,8894,2057,21
26637,9215,1633,3
48604,8251,3357,3
5892,8722,2077,23
8883,8301,3426,3
12916,9319,1679,21
18652,9190,3551,3
14403,9321,2726,3
9208,9397,,21
18156,8113,3383,21
4053,9196,,23
24262,9324,2185,23
19621,8178,2434,21
11904,9242,1965,21
37255,9153,609,21
1422,9383,4408,23
10303,9006,4891,21
3537,8976,735,3
49652,8356,4198,23
4577,8038,3298,1
20157,8084,4320,3
34984,8438,,23
36004,8220,2098,1
17009,9286,4186,1
29191,8892,2441,1
20643,8589,421,3
33353,8133,1535,1
36724,9463,4642,3
35901,9290,1848,23
32418,8951,1698,21
2670,9486,302,1
47618,8481,4920,23
34607,8161,1144,23
24578,9087,2868,1
479540,9001,1862,23
39028,8794,4967,1
7654,8629,2700,3
3913,8383,1266,23
35723,9208,2629,1
41171,8046,3621,21
38722,8262,2006,1
3638,8734,824,23
46060,8237,1280,21
6042,8455,4354,3
8858,8210,2058,3
14905,8600,1252,3
35301,8665,2401,21
22675,9154,1329,23
20584,9280,876,23
40525,8719,4396,1
36628,8406,1685,23
16364,8450,4999,1
23792,8238,2208,23
42643,8939,346,21
35375,8826,486,23
832520,8815,1774,23
21761,8814,525,3
2637,8519,897,1
8975,8068,2419,3
45612,9082,807,1
20461,8482,3967,23
34015,8215,2346,21
32398,8742,4333,21
43239,9058,3166,1
15774,8583,1926,21
14083,8206,3675,23
25167,9367,1640,23
31583,9057,805,21
14926,8481,4653,21
10888,8210,4312,3
12097,9389,309,3
29960,8129,3821,23
48426,9194,1007,23
18215,9051,254,23
7396,9360,2729,1
40322,9291,4502,1
38722,9457,2620,21
6677,8553,4354,21
22385,9157,1609,23
41138,8812,178,1
34706,9464,2144,21
37255,8764,1371,23
3898,8647,1918,1
38507,9376,890,23
814200,9041,3890,21
317040,8771,1438,21
25805,9298,709,23
24303,8617,3792,1
18965,9420,3548,3
17986,8694,968,23
38722,8736,3267,1
18714,9454,4890,3
32192,8816,4712,21
14645,9357,2972,3
10436,8638,2300,1
25884,8222,3614,3
38722,9424,4383,21
43091,9204,3204,1
1298,9140,1453,1
2145,8425,1704,21
25536,9475,2729,3
33951,9158,122,21
49714,8174,2096,23
28025,8674,909,21
44123,9306,2769,23
38255,8463,3905,1
18997,9232,2418,1
46033,9461,4177,3
39177,8468,3283,21
38722,8236,977,21
38722,8837,4238,3
39741,8927,1060,3
38722,8606,3041,21
27576,8442,4531,21
38722,8930,1351,21
9175,8712,,21
10657,9181,537,3
10702,8893,4085,21
33583,8434,22,1
44598,8660,4205,3
19240,8277,4869,21
37128,8467,,3
12047,8776,4780,3
763960,8349,884,21
21428,9108,581,23
22080,9250,3673,3
32552,8488,2357,1
46828,8894,3559,23
43987,8540,1881,3
38722,9135,3208,21
14189,8768,804,21
30067,8966,1384,21
46433,8115,3363,23
46210,9193,4029,21
38722,8749,3899,23
41794,8347,3676,23
35609,9299,3080,1
43298,9202,4624,1
10229,8043,3998,1
42445,9150,2861,1
26934,8694,4509,21
2331,8906,868,21
18962,8203,1986,21
6221,8947,41,21
7302,8508,4595,21
38722,8976,509,21
5516,8054,4572,23
1340,9194,2694,21
25084,8403,3574,21
26963,8176,3749,23
1975,9254,3756,1
40783,8609,3786,1
18412,8465,4305,1
38722,9485,4855,1
22640,8457,2145,23
47605,8344,4043,1
44362,8219,3372,21
7205,9037,4666,23
29173,8211,2251,21
14157,9224,872,3
42842,9045,1593,1
40639,8509,3616,3
46640,8172,780,3
17673,8938,4328,21
39818,9433,322,3
36220,8112,4710,21
18655,8185,427,1
7156,9122,3783,23
47081,8744,1331,21
38722,9380,3350,1
16635,8113,1026,21
36975,9409,2101,1
378900,9269,2867,21
30548,8164,792,23
25800,9320,387,3
21184,9345,2594,1
35752,8169,3183,3
22042,8778,4890,21
3345,9415,2457,23
48081,9122,4348,23
32396,8060,551,21
31489,9109,2801,21
48980,9243,1638,21
19806,8792,2983,3
34378,8306,2713,3
6744,8380,3730,21
48917,8417,3081,21
38722,8600,,1
5728,8514,1355,23
5061,9324,191,1
34361,9030,2775,1
14603,9313,532,23
40994,8771,2541,23
